City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
283,San Cristobal,7.77,-72.22,82.4,65,40,2.24,VE,2020-02-23 22:32:21
284,Uyuni,-20.46,-66.83,59.5,54,1,21.21,BO,2020-02-23 22:40:35
285,Ahuimanu,21.44,-157.84,80.6,65,20,9.17,US,2020-02-23 22:40:35
286,Tailai,46.38,123.4,15.67,79,1,8.72,CN,2020-02-23 22:40:35
287,Pilar,-9.6,-35.96,80.6,83,20,8.05,BR,2020-02-23 22:40:35
288,Kormilovka,55.0,74.1,19.4,79,75,2.24,RU,2020-02-23 22:40:35
289,Ancud,-41.87,-73.82,57.2,62,75,8.05,CL,2020-02-23 22:36:13
290,San Luis,-33.3,-66.34,72.34,44,0,10.65,AR,2020-02-23 22:33:21
291,Povenets,62.85,34.83,31.55,92,99,8.41,RU,2020-02-23 22:40:36
292,Vila Velha,-20.33,-40.29,77.0,69,90,11.41,BR,2020-02-23 22:33:06
293,Edd,13.93,41.69,78.46,47,46,1.77,ER,2020-02-23 22:40:37
294,Baruun-Urt,46.68,113.28,9.72,87,100,6.96,MN,2020-02-23 22:37:38
295,Whitehorse,60.72,-135.05,26.01,73,75,9.17,CA,2020-02-23 22:38:09
296,Fairbanks,64.84,-147.72,0.0,70,40,3.36,US,2020-02-23 22:36:45
297,Ostrovnoy,68.05,39.51,29.7,93,100,14.52,RU,2020-02-23 22:37:18
298,Saquarema,-22.92,-42.51,75.2,73,90,6.93,BR,2020-02-23 22:40:38
299,Tubmanburg,6.87,-10.82,78.12,94,37,3.04,LR,2020-02-23 22:40:38
300,Korla,41.76,86.15,28.6,42,100,6.38,CN,2020-02-23 22:37:38
301,Bull Savanna,17.89,-77.59,69.08,94,96,3.89,JM,2020-02-23 22:40:39
302,Nanortalik,60.14,-45.24,26.91,87,100,4.5,GL,2020-02-23 22:36:22
303,Cairns,-16.92,145.77,79.0,94,90,3.36,AU,2020-02-23 22:40:39
304,Tutoia,-2.76,-42.27,75.6,95,82,4.16,BR,2020-02-23 22:40:39
305,Rio Verde De Mato Grosso,-18.92,-54.84,72.18,95,92,1.66,BR,2020-02-23 22:40:39
306,Poum,-20.23,164.02,80.44,79,34,21.36,NC,2020-02-23 22:36:53
307,Kuching,1.55,110.33,77.0,100,40,4.7,MY,2020-02-23 22:40:40
308,Quatre Cocos,-20.21,57.76,75.2,88,20,2.24,MU,2020-02-23 22:40:40
309,Commerce,34.0,-118.16,69.01,52,75,10.83,US,2020-02-23 22:40:05
310,Nur,52.67,22.32,36.32,96,100,10.92,PL,2020-02-23 22:40:41
311,Seddon,-37.81,144.89,71.01,82,40,6.93,AU,2020-02-23 22:40:41
312,Yomou,7.56,-9.27,77.2,87,50,4.09,GN,2020-02-23 22:40:41
313,Tulu Bolo,8.67,38.22,61.29,63,46,10.22,ET,2020-02-23 22:40:42
314,Hohhot,40.81,111.65,26.6,63,77,8.95,CN,2020-02-23 22:40:42
315,Polunochnoye,60.87,60.42,23.4,79,0,12.48,RU,2020-02-23 22:40:42
316,Quartucciu,39.25,9.18,53.6,87,0,10.29,IT,2020-02-23 22:40:43
317,Dubti,11.74,41.09,75.52,50,33,4.97,ET,2020-02-23 22:40:43
318,Waitati,-45.75,170.57,66.99,59,72,10.0,NZ,2020-02-23 22:40:44
319,Jalingo,8.88,11.37,77.56,13,0,10.36,NG,2020-02-23 22:40:44
320,Margate,51.38,1.39,46.4,56,100,3.36,GB,2020-02-23 22:36:05
321,San Juan,-31.54,-68.54,80.47,31,0,12.15,AR,2020-02-23 22:37:51
322,Kysyl-Syr,63.9,122.76,-11.67,98,72,4.29,RU,2020-02-23 22:40:46
323,Broome,42.25,-75.83,48.99,26,1,6.93,US,2020-02-23 22:40:46
324,Kargasok,59.06,80.86,0.91,89,0,6.44,RU,2020-02-23 22:40:46
325,Zhurivka,50.5,31.78,37.4,93,75,6.71,UA,2020-02-23 22:40:47
326,Kindu,-2.95,25.95,71.49,99,100,1.45,CD,2020-02-23 22:40:47
327,Iisalmi,63.56,27.19,32.0,78,36,10.29,FI,2020-02-23 22:40:47
328,Beringovskiy,63.05,179.32,-8.32,82,5,3.69,RU,2020-02-23 22:40:47
329,Pozo Colorado,-23.49,-58.8,73.29,31,6,3.24,PY,2020-02-23 22:40:48
330,Ewa Beach,21.32,-158.01,80.6,61,40,9.17,US,2020-02-23 22:40:48
331,Kirksville,40.19,-92.58,60.8,41,1,4.7,US,2020-02-23 22:40:49
332,Samba,32.57,75.12,53.47,67,0,1.01,IN,2020-02-23 22:40:49
333,Perth,-31.93,115.83,72.0,64,75,13.87,AU,2020-02-23 22:37:21
334,Kununurra,-15.77,128.73,78.8,78,39,8.14,AU,2020-02-23 22:36:05
335,Dodola,6.98,39.18,50.47,57,51,6.78,ET,2020-02-23 22:40:50
336,Pemangkat,1.17,108.97,76.93,89,99,10.47,ID,2020-02-23 22:37:26
337,Boda,4.32,17.47,75.13,28,28,1.3,CF,2020-02-23 22:40:50
338,Port Hedland,-20.32,118.57,77.0,83,50,4.7,AU,2020-02-23 22:40:51
339,Coihueco,-36.62,-71.83,69.8,56,0,13.87,CL,2020-02-23 22:40:52
340,Ginda,30.69,78.49,40.3,64,0,6.02,IN,2020-02-23 22:36:37
341,Nkongsamba,4.95,9.94,69.31,95,96,1.7,CM,2020-02-23 22:40:52
342,Salinopolis,-0.61,-47.36,81.79,85,10,12.82,BR,2020-02-23 22:40:52
343,Altayskoye,51.95,85.33,16.63,96,100,1.61,RU,2020-02-23 22:40:52
344,Abu Dhabi,24.47,54.37,73.4,78,43,3.36,AE,2020-02-23 22:33:03
345,Uruzgan,32.83,66.0,37.13,65,24,6.76,AF,2020-02-23 22:40:53
346,Huangchuan,32.13,115.04,57.79,73,78,2.21,CN,2020-02-23 22:40:53
347,Sinnamary,5.38,-52.95,78.67,82,93,15.68,GF,2020-02-23 22:32:46
348,Natal,-5.79,-35.21,82.4,83,20,10.29,BR,2020-02-23 22:38:55
349,Ishii,34.07,134.43,37.4,74,0,8.05,JP,2020-02-23 22:40:54
350,Taoudenni,22.68,-3.98,73.65,10,47,16.75,ML,2020-02-23 22:36:37
351,Sitka,57.05,-135.33,33.8,81,90,3.36,US,2020-02-23 22:37:59
352,Maltahohe,-24.83,16.98,68.99,70,35,5.19,NA,2020-02-23 22:40:55
353,Elizabeth City,36.29,-76.25,60.8,50,1,6.93,US,2020-02-23 22:40:55
354,Sala,34.04,-6.82,64.0,87,0,5.82,MA,2020-02-23 22:40:56
355,Asfi,32.3,-9.24,60.1,45,0,6.33,MA,2020-02-23 22:37:02
356,Tekeli,44.83,78.82,19.08,72,100,7.76,KZ,2020-02-23 22:40:56
357,Torbat-E Jam,35.24,60.62,45.73,81,0,2.01,IR,2020-02-23 22:40:57
358,Paignton,50.44,-3.57,48.99,93,75,2.24,GB,2020-02-23 22:40:57
359,Mujiayingzi,42.12,118.78,26.96,74,91,2.73,CN,2020-02-23 22:40:57
360,Santa Cruz,-17.8,-63.17,80.6,54,75,3.36,BO,2020-02-23 22:37:05
361,Altus,34.64,-99.33,55.4,100,90,14.99,US,2020-02-23 22:38:11
362,Sabha,27.04,14.43,48.94,61,0,6.82,LY,2020-02-23 22:40:58
363,Kamyaran,34.8,46.94,42.8,60,62,6.93,IR,2020-02-23 22:40:58
364,Nemuro,43.32,145.57,26.82,63,30,24.49,JP,2020-02-23 22:37:11
365,Batagay,67.63,134.63,-16.31,94,71,3.8,RU,2020-02-23 22:36:28
366,Ballina,-28.87,153.57,69.8,94,90,6.93,AU,2020-02-23 22:40:59
367,Kefamenanu,-9.45,124.48,77.76,86,46,4.05,ID,2020-02-23 22:40:59
368,Stromness,58.97,-3.3,39.2,80,29,17.22,GB,2020-02-23 22:41:00
369,Turhal,40.39,36.08,39.2,80,75,3.36,TR,2020-02-23 22:41:00
370,Port Shepstone,-30.74,30.45,59.68,88,73,5.64,ZA,2020-02-23 22:40:54
371,Mountain Home,43.13,-115.69,57.2,28,1,5.77,US,2020-02-23 22:41:01
372,Antofagasta,-23.65,-70.4,71.6,68,20,11.41,CL,2020-02-23 22:41:01
373,Kalamare,-22.93,26.57,63.95,81,100,18.39,BW,2020-02-23 22:41:01
374,Goleta,36.82,10.3,51.8,81,20,5.82,TN,2020-02-23 22:41:01
375,Agadez,19.75,10.25,59.36,27,30,17.81,NE,2020-02-23 22:41:02
376,Sao Mateus Do Sul,-25.87,-50.38,63.18,81,87,4.81,BR,2020-02-23 22:41:02
377,Lompoc,34.64,-120.46,64.99,63,1,13.87,US,2020-02-23 22:36:05
378,Zelenogorskiy,55.03,87.0,19.4,92,40,6.71,RU,2020-02-23 22:41:03
379,Bethel,41.37,-73.41,52.0,17,1,8.05,US,2020-02-23 22:34:50
380,Mayskiy,47.69,40.1,39.2,93,40,20.13,RU,2020-02-23 22:41:03
381,Butembo,0.15,29.28,64.54,86,100,4.56,CD,2020-02-23 22:37:26
382,Sibu,2.3,111.82,77.0,94,75,2.24,MY,2020-02-23 22:36:30
383,Betzdorf,50.78,7.88,45.0,70,20,10.29,DE,2020-02-23 22:41:04
384,Weligama,5.97,80.42,71.8,89,100,6.13,LK,2020-02-23 22:41:04
385,Troitsko-Pechorsk,62.71,56.2,26.19,90,100,15.66,RU,2020-02-23 22:41:04
386,Ostersund,63.18,14.64,28.99,79,75,14.99,SE,2020-02-23 22:38:00
387,Khandyga,62.67,135.6,-3.89,97,100,3.0,RU,2020-02-23 22:41:05
388,Kabansk,52.05,106.65,-4.0,83,46,6.71,RU,2020-02-23 22:41:05
389,San Roque,36.21,-5.38,59.0,82,2,18.34,ES,2020-02-23 22:36:15
390,Kenai,60.55,-151.26,23.0,57,1,6.2,US,2020-02-23 22:41:05
391,Tyazhinskiy,56.12,88.52,8.04,94,0,5.66,RU,2020-02-23 22:41:06
392,Mehamn,71.04,27.85,33.8,86,75,8.05,NO,2020-02-23 22:36:31
393,Brewster,41.4,-73.62,53.01,17,1,8.05,US,2020-02-23 22:41:06
394,Palembang,-2.92,104.75,75.11,94,12,4.25,ID,2020-02-23 22:41:06
395,Elko,41.0,-115.5,53.6,25,1,17.22,US,2020-02-23 22:36:36
396,Jalu,29.03,21.55,53.91,58,70,12.97,LY,2020-02-23 22:41:07
397,Yarada,17.65,83.27,66.2,100,20,2.24,IN,2020-02-23 22:41:07
398,Luan,46.36,6.98,57.2,44,62,5.82,CH,2020-02-23 22:41:08
399,Sibsagar,26.98,94.63,63.03,83,70,3.36,IN,2020-02-23 22:41:08
400,Faya,18.39,42.45,62.6,51,54,6.93,SA,2020-02-23 22:38:08
401,Urucara,-2.54,-57.76,77.09,92,99,2.42,BR,2020-02-23 22:41:08
402,Fare,-16.7,-151.02,83.1,73,46,12.95,PF,2020-02-23 22:41:09
403,Araouane,18.9,-3.53,79.38,10,1,16.06,ML,2020-02-23 22:41:09
404,Terrace,54.52,-128.6,39.2,55,75,12.75,CA,2020-02-23 22:35:01
405,Itambacuri,-18.03,-41.69,66.61,98,100,5.08,BR,2020-02-23 22:41:10
406,Maridi,4.92,29.47,77.0,46,10,2.84,SS,2020-02-23 22:41:10
407,Amalapuram,16.58,82.02,67.75,94,98,1.5,IN,2020-02-23 22:41:10
408,Atambua,-9.11,124.89,80.73,79,8,1.9,ID,2020-02-23 22:41:11
409,Sao Joao Da Barra,-21.64,-41.05,75.2,73,100,4.7,BR,2020-02-23 22:31:56
410,Gao,16.64,1.64,76.35,12,0,16.37,ML,2020-02-23 22:41:11
411,Ust-Nera,64.57,143.2,-24.36,97,100,3.13,RU,2020-02-23 22:37:39
412,Angoche,-16.23,39.91,76.8,94,58,4.05,MZ,2020-02-23 22:41:12
413,Teguise,29.06,-13.56,71.6,53,100,17.22,ES,2020-02-23 22:41:12
414,Sinjar,36.32,41.88,49.46,78,0,4.81,IQ,2020-02-23 22:41:12
415,Zaton,53.29,83.81,17.6,85,97,1.05,RU,2020-02-23 22:41:12
416,Chapais,49.78,-74.85,32.0,96,90,8.05,CA,2020-02-23 22:41:13
417,Kyren,51.68,102.14,4.24,97,100,0.89,RU,2020-02-23 22:41:14
418,Awjilah,29.11,21.29,53.91,58,70,12.97,LY,2020-02-23 22:41:14
419,Flin Flon,54.77,-101.86,35.6,64,75,10.29,CA,2020-02-23 22:38:11
420,Flinders,-34.58,150.86,75.0,60,18,8.05,AU,2020-02-23 22:38:16
421,Umm Kaddadah,13.6,26.69,65.25,21,0,15.28,SD,2020-02-23 22:36:30
422,Anloga,5.79,0.9,84.2,89,20,11.41,GH,2020-02-23 22:39:07
423,Hualmay,-11.1,-77.61,75.38,66,83,5.23,PE,2020-02-23 22:37:45
424,Mahon,39.89,4.27,50.0,93,0,3.36,ES,2020-02-23 22:41:15
425,Kichera,55.94,110.1,-0.47,78,41,3.31,RU,2020-02-23 22:41:16
426,Caboolture,-27.08,152.95,77.0,88,75,11.41,AU,2020-02-23 22:41:16
427,Samarai,-10.62,150.67,83.59,79,52,3.58,PG,2020-02-23 22:41:16
428,Sorong,-0.88,131.25,84.4,72,84,3.69,ID,2020-02-23 22:41:16
429,Sao Joao Do Piaui,-8.36,-42.25,74.53,92,24,1.52,BR,2020-02-23 22:41:17
430,Selty,57.31,52.13,24.91,94,100,13.11,RU,2020-02-23 22:41:17
431,Olinda,-8.01,-34.86,84.2,74,40,10.29,BR,2020-02-23 22:38:20
432,San Patricio,19.22,-104.7,82.4,69,20,13.87,MX,2020-02-23 22:38:03
433,Ossora,59.24,163.07,5.11,90,100,7.11,RU,2020-02-23 22:41:18
434,Fenyi,27.81,114.67,56.41,86,100,2.71,CN,2020-02-23 22:41:18
435,Matamoros,25.53,-103.25,87.8,16,75,9.17,MX,2020-02-23 22:41:18
436,Mount Isa,-20.73,139.5,80.6,74,75,10.29,AU,2020-02-23 22:37:44
437,Atlantic City,39.36,-74.42,52.0,23,1,9.17,US,2020-02-23 22:41:19
438,Griffith,41.53,-87.42,57.2,57,1,9.17,US,2020-02-23 22:41:19
439,Vostok,46.49,135.88,15.69,86,100,1.92,RU,2020-02-23 22:41:20
440,Gravelbourg,49.88,-106.55,24.01,81,100,4.76,CA,2020-02-23 22:41:20
441,San-Pedro,4.75,-6.64,83.19,86,94,12.86,CI,2020-02-23 22:41:20
442,Kalia,23.04,89.63,65.7,59,7,5.26,BD,2020-02-23 22:41:21
443,Avonbridge,55.93,-3.74,39.2,93,100,5.82,GB,2020-02-23 22:41:21
444,Key Largo,25.09,-80.45,73.4,49,1,12.75,US,2020-02-23 22:41:21
445,Otradnoye,59.78,30.82,36.0,93,90,8.95,RU,2020-02-23 22:41:11
446,Ust-Abakan,53.85,91.37,8.6,84,40,2.39,RU,2020-02-23 22:41:22
447,Prainha,-1.8,-53.48,76.26,97,99,2.55,BR,2020-02-23 22:36:45
448,Sistranda,63.73,8.83,33.8,86,75,10.29,NO,2020-02-23 22:41:22
449,Mormugao,15.4,73.8,75.2,73,0,3.36,IN,2020-02-23 22:41:23
450,Gaya,24.78,85.0,63.25,85,6,5.5,IN,2020-02-23 22:41:23
451,Ambulu,-8.35,113.61,79.95,79,0,5.3,ID,2020-02-23 22:36:49
452,Vardo,70.37,31.11,28.4,86,75,3.36,NO,2020-02-23 22:38:05
453,Biankouma,7.74,-7.61,78.48,48,67,4.09,CI,2020-02-23 22:41:25
454,Grand Forks,47.93,-97.03,37.4,64,1,17.22,US,2020-02-23 22:41:25
455,Imbituba,-28.24,-48.67,73.4,69,75,8.05,BR,2020-02-23 22:41:25
456,Komsomolskiy,40.43,71.72,48.2,75,75,6.93,UZ,2020-02-23 22:41:25
457,Jaru,-10.44,-62.47,67.84,98,84,1.52,BR,2020-02-23 22:41:26
458,Nagato,34.38,131.2,41.0,57,20,4.7,JP,2020-02-23 22:41:26
459,Belyy Yar,53.6,91.39,8.6,84,40,1.77,RU,2020-02-23 22:37:19
460,Bueno Brandao,-22.44,-46.35,64.63,93,92,3.62,BR,2020-02-23 22:41:26
461,Pimenta Bueno,-11.67,-61.19,70.18,99,100,1.83,BR,2020-02-23 22:41:26
462,Namibe,-15.2,12.15,73.51,81,100,8.1,AO,2020-02-23 22:41:27
463,Arequipa,-16.4,-71.53,55.4,100,90,5.82,PE,2020-02-23 22:41:27
464,Pacific Grove,36.62,-121.92,64.0,71,90,10.29,US,2020-02-23 22:37:12
465,Quesnel,53.0,-122.5,28.4,92,90,4.7,CA,2020-02-23 22:41:28
466,Acapulco,16.86,-99.89,84.2,74,5,13.87,MX,2020-02-23 22:37:48
467,Lima,-12.04,-77.03,80.6,69,75,12.75,PE,2020-02-23 22:36:40
468,Salmo,49.2,-117.27,37.99,87,100,1.01,CA,2020-02-23 22:41:28
469,Guerrero Negro,27.98,-114.06,62.65,66,100,20.96,MX,2020-02-23 22:36:37
470,Miri,4.41,114.01,78.8,88,75,8.05,MY,2020-02-23 22:38:05
471,Husavik,66.04,-17.34,23.74,80,24,12.41,IS,2020-02-23 22:33:09
472,Atar,20.52,-13.05,84.79,13,100,14.76,MR,2020-02-23 22:37:47
473,Atikokan,48.76,-91.62,31.3,95,100,14.07,CA,2020-02-23 22:37:21
474,Baringo,0.47,35.97,72.57,58,65,4.65,KE,2020-02-23 22:41:30
475,Bekesszentandras,46.87,20.48,50.0,53,100,13.87,HU,2020-02-23 22:41:30
476,Udachnyy,66.42,112.4,6.8,92,96,6.71,RU,2020-02-23 22:41:30
477,Otjimbingwe,-22.35,16.13,73.06,71,83,5.35,NA,2020-02-23 22:41:30
478,San Francisco,37.77,-122.42,66.99,71,75,21.92,US,2020-02-23 22:41:26
479,Finnsnes,69.23,17.98,33.8,97,75,19.46,NO,2020-02-23 22:41:31
480,Saldanha,-33.01,17.94,69.8,46,0,6.93,ZA,2020-02-23 22:41:32
481,Port Macquarie,-31.43,152.92,68.0,100,90,4.7,AU,2020-02-23 22:41:32
482,Cabras,39.93,8.53,52.0,48,1,8.01,IT,2020-02-23 22:41:33
483,Namatanai,-3.67,152.43,85.41,72,43,8.93,PG,2020-02-23 22:38:01
484,Kattivakkam,13.22,80.32,79.0,88,20,8.25,IN,2020-02-23 22:41:33
485,Annamalainagar,11.4,79.73,70.7,95,100,6.06,IN,2020-02-23 22:39:17
486,Shreveport,32.53,-93.75,55.99,93,90,8.05,US,2020-02-23 22:41:34
487,Ust-Kuyga,70.02,135.6,-17.46,99,80,6.29,RU,2020-02-23 22:41:34
488,Wanning,18.8,110.4,70.34,90,78,5.44,CN,2020-02-23 22:38:20
489,Crixas,-14.55,-49.97,75.25,91,98,2.06,BR,2020-02-23 22:41:35
490,Hami,42.8,93.45,28.67,60,42,4.18,CN,2020-02-23 22:37:06
491,Bathsheba,13.22,-59.52,78.8,78,40,14.99,BB,2020-02-23 22:36:23
492,Narsaq,60.92,-46.05,24.8,53,100,11.41,GL,2020-02-23 22:33:08
493,Ketchikan,55.34,-131.65,39.2,69,75,4.41,US,2020-02-23 22:41:18
494,Arman,59.7,150.17,-0.09,86,61,5.53,RU,2020-02-23 22:39:10
495,Taitung,22.76,121.14,64.4,88,75,4.7,TW,2020-02-23 22:41:36
496,Hambantota,6.12,81.12,75.2,100,99,9.17,LK,2020-02-23 22:36:45
497,Alofi,-19.06,-169.92,84.2,83,100,9.17,NU,2020-02-23 22:38:04
498,Zhob,31.34,69.45,52.29,61,40,3.42,PK,2020-02-23 22:41:37
499,Cabinda,-5.55,12.2,82.78,78,63,1.45,AO,2020-02-23 22:41:37
500,Vrangel,42.73,133.08,36.01,70,66,22.66,RU,2020-02-23 22:35:13
501,Nadym,65.53,72.52,28.45,85,100,22.12,RU,2020-02-23 22:41:38
502,Candolim,15.52,73.76,75.2,73,0,3.36,IN,2020-02-23 22:41:38
503,Lianyuan,27.69,111.66,57.31,92,63,3.27,CN,2020-02-23 22:41:38
504,Coahuayana,18.73,-103.68,86.0,58,5,4.36,MX,2020-02-23 22:36:23
505,Ahome,25.92,-109.18,82.0,33,75,20.8,MX,2020-02-23 22:41:39
506,Andenes,69.31,16.12,33.8,86,75,33.33,NO,2020-02-23 22:38:18
507,Yakima,46.47,-120.67,52.0,49,40,20.8,US,2020-02-23 22:41:40
508,Grand Gaube,-20.01,57.66,75.2,88,20,2.24,MU,2020-02-23 22:41:40
509,Katherine,-14.47,132.27,82.4,78,75,9.17,AU,2020-02-23 22:35:46
510,Palana,59.12,159.97,7.3,71,81,3.74,RU,2020-02-23 22:41:41
511,Soe,-9.86,124.28,81.64,71,37,1.7,ID,2020-02-23 22:41:41
512,Kamen-Rybolov,44.75,132.04,26.1,83,21,8.34,RU,2020-02-23 22:41:41
513,Palu,-0.89,119.87,73.0,89,98,2.44,ID,2020-02-23 22:41:41
514,Micheweni,-4.97,39.83,83.71,78,84,12.08,TZ,2020-02-23 22:37:32
515,Launceston,-41.45,147.17,63.0,87,100,4.7,AU,2020-02-23 22:41:42
516,San Lawrenz,36.06,14.2,55.99,93,33,12.75,MT,2020-02-23 22:37:25
517,El Alto,-4.27,-81.21,62.6,100,40,9.17,PE,2020-02-23 22:41:43
518,Pitimbu,-7.47,-34.81,82.4,83,20,11.41,BR,2020-02-23 22:37:30
519,Praia Da Vitoria,38.73,-27.07,59.0,82,40,7.58,PT,2020-02-23 22:37:04
520,Dongli,23.57,116.82,55.4,93,0,11.97,CN,2020-02-23 22:41:44
521,Mocajuba,-2.58,-49.51,78.75,85,71,1.88,BR,2020-02-23 22:41:44
522,Suntar,62.14,117.63,-0.11,95,86,4.94,RU,2020-02-23 22:37:26
523,Yumen,40.28,97.2,25.52,53,16,9.15,CN,2020-02-23 22:36:18
524,Tura,25.52,90.22,66.67,49,62,1.72,IN,2020-02-23 22:31:12
525,Douentza,15.0,-2.95,74.59,13,21,6.17,ML,2020-02-23 22:41:45
526,Xihua,33.78,114.52,55.38,68,82,8.99,CN,2020-02-23 22:41:45
527,Rimavska Sobota,48.38,20.02,39.0,76,99,1.99,SK,2020-02-23 22:41:45
528,Shaghat,39.56,45.91,39.2,86,90,6.93,AM,2020-02-23 22:41:46
529,Charters Towers,-20.1,146.27,78.53,83,100,11.43,AU,2020-02-23 22:37:54
530,Mantsala,60.63,25.32,37.0,85,75,12.75,FI,2020-02-23 22:41:46
531,Terney,45.05,136.61,23.7,69,100,0.81,RU,2020-02-23 22:41:46
532,Alexandria,31.22,29.96,51.8,87,40,2.24,EG,2020-02-23 22:39:57
533,Vanavara,60.34,102.28,11.48,96,100,7.29,RU,2020-02-23 22:37:09
534,Pokhara,28.23,83.98,52.05,65,15,3.4,NP,2020-02-23 22:41:47
535,Khor,47.89,134.95,12.67,89,100,2.55,RU,2020-02-23 22:41:48
536,Phonhong,18.5,102.42,61.66,72,0,2.26,LA,2020-02-23 22:41:48
537,Batemans Bay,-35.72,150.18,75.99,71,25,1.01,AU,2020-02-23 22:41:49
538,Isangel,-19.55,169.27,84.2,70,75,9.17,VU,2020-02-23 22:36:04
539,Gat,31.61,34.76,55.4,82,20,1.12,IL,2020-02-23 22:41:01
540,Vestmanna,62.16,-7.17,37.4,59,1,19.46,FO,2020-02-23 22:41:49
541,Plavsk,53.71,37.29,28.2,91,33,12.48,RU,2020-02-23 22:41:50
542,Gawler,-34.6,138.73,79.0,56,44,1.12,AU,2020-02-23 22:41:50
543,Qui Nhon,13.77,109.23,62.42,85,47,3.18,VN,2020-02-23 22:41:50
544,Gizo,-8.1,156.84,85.5,65,30,3.18,SB,2020-02-23 22:41:51
545,Catamarca,-28.47,-65.79,54.48,77,26,2.95,AR,2020-02-23 22:41:51
546,Laguna,38.42,-121.42,68.0,59,1,4.7,US,2020-02-23 22:38:10
547,Rudsar,37.14,50.29,47.25,81,0,2.24,IR,2020-02-23 22:41:52
548,Appleton,44.26,-88.42,51.8,32,1,10.29,US,2020-02-23 22:41:52
549,Hagi,34.4,131.42,35.6,62,20,4.7,JP,2020-02-23 22:41:52
550,Zheleznodorozhnyy,55.75,38.0,37.0,80,75,6.71,RU,2020-02-23 22:36:54
551,Maniitsoq,65.42,-52.9,12.06,67,67,11.92,GL,2020-02-23 22:41:53
552,Colares,38.8,-9.45,66.0,52,0,8.05,PT,2020-02-23 22:41:53
553,Kizilskoye,52.73,58.89,18.32,93,100,13.78,RU,2020-02-23 22:41:53
554,Porto Novo,6.5,2.6,84.2,89,20,10.29,BJ,2020-02-23 22:36:15
555,Powell River,49.85,-124.54,48.2,81,90,16.11,CA,2020-02-23 22:41:54
556,Mareeba,-17.0,145.43,79.0,94,90,3.36,AU,2020-02-23 22:38:33
557,Hazorasp,41.32,61.07,35.6,100,67,4.7,UZ,2020-02-23 22:41:54
558,Dhanera,24.52,72.02,64.94,45,0,7.14,IN,2020-02-23 22:41:55
559,Kaiyuan,23.7,103.3,47.12,96,50,5.21,CN,2020-02-23 22:41:55
560,Santa Quiteria Do Maranhao,-3.52,-42.55,76.01,98,86,4.38,BR,2020-02-23 22:41:55
561,Mandiana,10.63,-8.68,79.57,17,33,3.09,GN,2020-02-23 22:41:55
562,Ciudad Bolivar,8.12,-63.55,87.78,49,96,15.64,VE,2020-02-23 22:41:56
563,Bethanien,-26.5,17.16,76.89,25,0,8.9,NA,2020-02-23 22:41:56
564,Menongue,-14.66,17.69,62.65,97,100,1.39,AO,2020-02-23 22:38:16
565,Belmonte,-15.86,-38.88,77.0,88,75,9.17,BR,2020-02-23 22:41:57
566,Nata,8.33,-80.52,78.01,28,70,1.99,PA,2020-02-23 22:41:57
567,Magaria,13.0,8.91,70.43,15,0,12.59,NE,2020-02-23 22:41:57
